@relation activity_recognition_labeled

@attribute "X8" numeric
@attribute "Z3" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "YSTANDDEV" numeric
@attribute class{ "Sitting" , "Active" }

@data
0.09,0.13,-2.22,2550,3375,6.79,?
0.11,0.13,-2.37,1850,2150,6.85,?
0.1,0.08,-2.27,3275,4250,6.83,?
0.09,0.1,-2.34,1450,1825,6.94,?
0.11,0.09,-2.37,3300,983.33,7.26,?
0.08,0.08,-2.19,1500,1612.5,6.68,?
0.13,0.06,-2.49,2700,2500,6.89,?
0.08,0.07,-2.09,1400,2333.33,6.65,?
0.09,0.08,-2.19,2525,2650,6.92,?
0.09,0.1,-2.16,1716.67,2433.33,7.17,?
0.11,0.09,-2.26,2500,1666.67,7.07,?
0.11,0.09,-2.38,1875,1000,6.88,?
0.08,0.08,-2.23,2200,1716.67,6.79,?
0.08,0.07,-2.58,1125,1966.67,7.01,?
0.09,0.1,-2.44,1475,3050,6.98,?
0.09,0.09,-2.33,1425,2600,6.99,?
0.03,0.1,-2.27,4425,2075,6.92,?
0.12,0.13,-3.22,1800,1775,6.48,?
0.13,0.1,-2.5,1050,2250,7.54,?
0.13,0.14,-2.44,1775,2283.33,7.36,?
0.09,0.13,-2.51,2250,4100,7.4,?
0.11,0.09,-2.49,750,1410,7.22,?
0.08,0.14,-2.49,2950,2950,6.51,?
0,0,-0.03,?,?,8.62,?
0.07,0.1,-0.31,1290,2366.67,5.04,?
0.08,0.08,-0.95,1566.67,1390,5.46,?
0.11,0.07,-0.19,1591.67,1400,4.92,?
0.1,0.08,-0.49,1633.33,2283.33,4.7,?
0.13,0.11,-0.68,1541.67,3250,4.49,?
0.11,0.09,-0.2,1862.5,2075,4.62,?
0.11,0.11,-0.4,1300,2350,4.49,?
0.09,0.12,-0.33,1300,2150,5.1,?
0.12,0.16,-0.38,1328.57,3950,4.23,?
0.05,0.08,-0.29,825,1125,5.79,?
0.1,0.07,-0.45,2925,2400,3.92,?
0.08,0.1,-0.07,1662.5,3325,3.54,?
0.1,0.08,-0.45,1700,3025,3.32,?
0.08,0.1,-0.42,2683.33,4800,3.24,?
0.09,0.08,-0.25,1950,2883.33,3.39,?
0.08,0.09,-0.35,3475,2100,3.26,?
0.08,0.11,-0.19,3300,800,3,?
0.08,0.09,-0.37,3400,2800,2.65,?
0.05,0.11,-0.23,1875,2200,3.28,?
0.06,0.09,-0.36,3125,2425,2.57,?
0.05,0.14,-0.54,2333.33,1800,2.75,?
0.05,0.12,-0.42,3825,2816.67,2.99,?
0.06,0.1,-0.2,2400,2400,2.75,?
0.04,0.1,-0.45,1916.67,2175,3,?
0.09,0.1,-0.11,1400,2375,2.6,?
0.04,0.08,-0.31,2325,3500,2.44,?
0.02,0.07,-1.01,3475,3425,2.71,?
0.09,0.07,-1.04,4550,883.33,3.07,?
0.19,0.13,-0.59,2062.5,1675,3.02,?
0.15,0.08,-0.34,1450,2500,3.2,?
0.16,0.11,-0.57,2100,3525,2.85,?
0.15,0.07,-0.5,1700,675,2.9,?
0.12,0.12,-0.72,1950,1450,2.79,?
0.14,0.1,-0.73,4225,2625,2.52,?
0.09,0.11,-0.51,1612.5,2875,2.58,?
0.13,0.06,-0.55,3150,3000,2.74,?
0.15,0.11,-0.88,3950,2400,2.68,?
0.12,0.08,-0.58,2100,4625,2.51,?
0.13,0.12,-0.76,3250,2325,2.19,?
0.17,0.09,-0.56,1850,2416.67,3.05,?
0.15,0.07,-0.42,2400,3450,2.84,?
0.15,0.06,-0.86,2250,4250,2.58,?
0.17,0.1,-0.98,1925,2233.33,2.68,?
0.14,0.1,-0.6,2733.33,1116.67,2.87,?
0.09,0.08,-0.14,1650,1633.33,5.1,?
0.08,0.11,-0.31,3500,2775,4.15,?
0.1,0.09,-0.08,3000,2575,4.13,?
0.11,0.13,-0.38,1862.5,2850,3.58,?
0.1,0.1,0.22,4800,3000,4.26,?
0.07,0.04,0.08,1525,1350,6.13,?
0.05,0.06,0.14,1150,4250,3.7,?
0.1,0.12,-0.65,2062.5,2650,3.06,?
0.17,0.11,-0.76,2237.5,4475,2.88,?
0.12,0.12,-0.45,1450,1700,3.06,?
0.1,0.15,-0.66,1850,900,3.1,?
0,0.01,0.6,616.67,275,6.83,?
0,0.05,0.19,298.39,125,0.19,?
0,0.25,0.28,900,1470,0.04,?
0,0.27,0.3,350,850,0.02,?
0,0.24,0.31,338.89,1000,0.02,?
0,0.21,0.31,298.39,1106.25,0.02,?
0,0.17,0.32,313.46,515.63,0.03,?
0,0.11,0.33,252.78,413.04,0.02,?
0,0.24,0.31,384.38,664.29,0.03,?
0,0.03,0.36,521.88,520.59,0.03,?
0,0.02,0.3,1133.33,1216.67,1.93,?
0,0.2,8.54,210,321.67,0.42,?
0.62,0.01,9.2,1516.67,208.7,0.5,?
0.07,0.21,8.64,1300,663.64,0.45,?
0.03,0.4,8.57,433.33,248.72,0.28,?
0.56,0.04,8.89,1316.67,311.9,0.74,?
0.46,0.2,9.11,350,308.06,0.43,?
0.26,0.05,9.12,200,353.85,0.55,?
0.02,0.27,8.74,275,254.05,0.25,?
0.24,0,9.08,427.78,276.56,0.1,?
0.91,0,9.17,4625,265.71,0.08,?
0.91,0,9.21,550,278.33,0.08,?
0.88,0,9.25,3725,251.32,0.2,?
0.07,0,9.46,?,287.5,0.2,?
0.05,0.01,4.4,2250,230,2.8,?
0.06,0,1.27,275,2300,0.72,?
0.06,0,1.54,2400,3800,1.42,?
0.43,0,8.29,350,650,2,?
0.63,0.02,9.2,400,210.87,0.37,?
0.1,0.02,9.39,350,1750,0.43,?
0,0,9.35,?,284.85,0.09,?
0,0,9.37,?,316.13,0.06,?
0,0,9.35,?,284.85,0.05,?
0,0,9.39,?,388,0.05,?
0,0,9.42,?,316.13,0.09,?
0,0,9.4,?,296.97,0.07,?
0.01,0.01,9.39,?,257.89,0.11,?
0,0,9.41,?,290.91,0.05,?
0,0,9.39,?,290.32,0.04,?
0,0,9.39,?,296.97,0.03,?
0,0,9.41,?,254.05,0.04,?
0.01,0,9.36,?,270.59,0.13,?
0.02,0.04,9.22,3725,1062.5,0.84,?
0.08,0.07,8.9,?,293.94,0.33,?
0.02,0.04,8.85,?,255.26,0.24,?
0,0.06,8.77,?,259.72,0.12,?
0.25,0.12,8.85,?,292.86,0.7,?
0.38,0.24,8.59,4100,256.76,0.32,?
0.26,0.22,9,?,292.86,1.26,?
0,0,9.19,?,184.62,0.48,?
0,0,9.16,?,196,0.13,?
0,0,9.11,?,222.73,0.27,?
0,0,9.2,?,246.25,0.17,?
0,0,9.23,?,232.93,0.44,?
0.01,0.01,9.2,?,246.05,0.8,?
0,0,9.52,?,316.67,0.11,?
0,0,9.49,?,252.63,0.36,?
0.02,0,9.36,?,263.89,0.53,?
0,0,9.33,?,228.57,0.18,?
0.01,0,9.31,?,243.75,0.1,?
0.02,0,9.32,?,231.71,0.36,?
0,0,9.36,?,197.92,0.23,?
0.01,0.04,9.17,?,190.63,0.51,?
0,0.82,8.58,?,266.22,0.37,?
0,0.56,8.55,?,242.5,0.22,?
0,0.22,8.45,?,212.22,0.14,?
0,0.69,8.58,?,200,0.39,?
0,0.82,8.56,?,222.5,0.33,?
0,0.9,8.54,?,298.44,0.08,?
0,0.83,8.53,?,226.19,0.3,?
0,0.58,8.55,?,228.57,0.51,?
0,0.33,8.4,?,248.28,0.51,?
0,0.01,8.27,?,206.38,0.19,?
0,0,8.28,?,245.71,0.12,?
0,0,8.26,?,225,0.14,?
0,0,8.22,?,234.62,0.24,?
0,0,8.24,?,225,0.28,?
0,0,8.27,?,241.03,0.28,?
0,0,8.24,?,233.78,0.35,?
0,0,8.14,?,245.95,0.25,?
0,0.01,8.1,?,241.25,0.16,?
0,0.01,8.14,?,225,0.29,?
0,0,8.13,?,225,0.16,?
0,0,8.14,?,335.71,0.06,?
0,0.01,8.1,?,262.86,0.39,?
0,0.15,8.46,?,316.67,0.52,?
0.01,0.14,8.9,?,550,0.87,?
0.02,0.01,0.68,600,625,6.94,?
0.23,0.18,2.65,?,362.5,0.24,?
0.19,0.1,2.84,?,300,0.15,?
0.19,0.02,2.93,?,272.06,0.11,?
0.16,0.02,2.94,?,741.67,0.14,?
0.11,0.01,3.01,?,402.38,0.16,?
0.17,0,3.13,?,588.89,0.15,?
0.17,0.01,3.16,?,494.44,0.11,?
0.13,0.04,2.88,?,916.67,0.23,?
0.01,0.01,1.41,?,975,0.5,?
0.02,0.07,1.65,?,2150,0.26,?
0.03,0.01,1.47,?,4825,0.18,?
0.05,0.03,2.84,?,700,0.34,?
0.12,0.03,2.91,?,1220,0.25,?
0.1,0.11,2.07,?,2325,0.15,?
0.04,0.22,2.58,?,265.91,0.08,?
0.05,0.19,2.63,?,1660,0.16,?
0.11,0.09,2.82,?,645.45,0.12,?
0.07,0.08,2.68,?,538.24,0.1,?
0.24,0.13,2.43,?,475,0.16,?
0.16,0.43,2.42,?,1264.29,0.14,?
0.19,0.16,2.61,?,508.33,0.14,?
0.08,0.08,2.33,?,666.67,0.17,?
0.1,0.23,2.28,?,525,0.16,?
0.08,0.09,2.08,?,3750,0.47,?
0.13,0.01,2.11,?,575,0.28,?
0.14,0.01,1.69,?,1266.67,0.45,?
0.06,0,0.66,?,1600,2.73,?
0.07,0.08,-1.02,1966.67,2050,3.92,?
0.11,0.13,-0.9,1480,3225,3.35,?
0.11,0.09,-0.76,1237.5,1650,3.17,?
0.14,0.1,0.19,2775,1175,10.22,?
0.06,0.08,1.32,1033.33,2350,9.27,?
0.06,0.08,1.32,2100,1975,9.88,?
0.06,0.12,1.39,800,1475,9.34,?
0.07,0.1,1.35,2400,2400,9.97,?
0.08,0.12,1.13,2375,1425,9.79,?
0.09,0.11,1.32,1833.33,1175,9.77,?
0.12,0.07,1.41,715,2100,9.84,?
0.19,0.1,0.43,368,1550,9.23,?
0.13,0.11,0.51,1500,1740,9.85,?
0.04,0.08,1.21,2100,1135.71,8.06,?
0.05,0.14,0.81,550,1925,10.1,?
0.15,0.14,-0.41,390,3850,8.24,?
0.15,0.06,0.84,640,1600,10.07,?
0.08,0.1,0.88,800,1850,9.1,?
0.06,0.08,0.46,1975,1583.33,10.42,?
0.11,0.15,1.05,1512.5,2625,10.13,?
0.13,0.12,0.2,2750,1575,9.02,?
0.11,0.15,0.14,2000,4325,9.24,?
0.12,0.17,0.41,4250,1750,9.17,?
0.12,0.09,0.9,481.82,1500,8.13,?
0.26,0.07,1.28,526.47,800,10.02,?
0.07,0.11,-0.12,1350,2250,8.37,?
0.05,0.07,1.2,1975,2366.67,8.29,?
0.11,0.06,1.06,400,2366.67,10.38,?
0.14,0.1,0.84,512.5,2200,10.07,?
0.06,0.1,0.94,1433.33,1575,8.84,?
0.05,0.1,0.87,1625,3375,7.48,?
0.06,0.09,0.66,2400,3150,9.86,?
0.12,0.15,0.66,1525,533.33,10.05,?
0.15,0.13,0.76,553.57,2800,8.33,?
0.02,0,0,?,?,2.75,?
0.11,0.09,-0.58,2825,4525,5.45,?
0.16,0.1,-0.43,3875,3925,5.49,?
0.17,0.11,-0.51,1700,1150,5.01,?
0.11,0.13,-0.4,1950,1587.5,5.64,?
0.13,0.1,-0.5,2200,2175,5.16,?
0.18,0.08,-0.24,1320,3275,5.62,?
0.12,0.11,-0.09,3275,4350,5.73,?
0.13,0.07,0.11,1033.33,1766.67,5.42,?
0.15,0.1,-0.4,3900,3350,5.69,?
0.09,0.09,-0.44,1800,2700,5.58,?
0.14,0.11,-0.6,1675,2825,5.59,?
0.11,0.09,-0.54,3250,2650,5.69,?
0.12,0.13,-0.59,3350,2550,5.54,?
0.08,0.11,-0.63,2825,3400,4.96,?
0.07,0.08,-0.72,2800,3400,5.29,?
0.07,0.09,-0.56,3425,3975,4.99,?
0.06,0.09,-0.56,3925,2800,5.26,?
0.06,0.14,-1.03,1580,3650,5.48,?
0.07,0.11,-0.29,4150,1375,5.13,?
0.05,0.08,-0.15,2800,2800,5.41,?
0.07,0.13,-0.63,3375,3400,5.99,?
0.11,0.11,-0.43,1962.5,2250,5.71,?
0.11,0.14,-0.54,1675,1650,5.79,?
0.1,0.12,-0.47,2850,3425,5.28,?
0.07,0.09,-0.43,1700,1125,5.29,?
0.1,0.07,-0.79,2550,1125,5.66,?
0.07,0.07,-0.39,1125,1675,5.61,?
0.08,0.08,-0.04,1437.5,2300,5.06,?
0.14,0.12,0.09,4175,1525,9.92,?
0.1,0.17,0.15,1575,1633.33,9.22,?
0.06,0.12,1.36,1450,2750,11.36,?
0.05,0.1,2.59,800,1766.67,10.77,?
0.1,0.04,2.3,907.14,1775,10.02,?
0.08,0.05,1.54,1175,2133.33,9.46,?
0.07,0.04,2.15,1175,1575,9.36,?
0.09,0.08,2.13,1000,1050,9.57,?
0.06,0.1,0.65,1433.33,4600,9.87,?
0.08,0.08,1.56,1120,3900,9.78,?
0.11,0.13,0.68,1371.43,775,9.53,?
0.12,0.1,0.93,2850,800,10.32,?
0.14,0.04,1.32,1250,2333.33,9.59,?
0.1,0.07,0.73,1430,950,9.64,?
0.11,0.08,0.41,1187.5,1783.33,9.19,?
0.07,0.06,0.8,2350,4250,9.7,?
0.07,0.09,0.54,1200,1900,9.02,?
0.09,0.16,-0.02,1200,2933.33,9.77,?
0.05,0.03,1.22,1308.33,250,9.63,?
0.13,0.1,0.25,1587.5,4125,9.59,?
0.11,0.08,0.76,2150,3450,10,?
0.12,0.1,0.57,2162.5,1450,9.43,?
0.14,0.11,0.86,1450,1433.33,9.36,?
0.12,0.12,0.27,1300,2575,9.88,?
0.14,0.15,0.27,3175,775,9.42,?
0.18,0.14,0.49,2400,1140,9.15,?
0.12,0.15,-0.08,1575,2100,10.18,?
0.12,0.1,0.54,2700,1083.33,10,?
0.13,0.12,0.83,2166.67,2000,9.94,?
0.01,0.1,0.2,675,333.33,8.32,?
0.07,0.09,-1.26,3800,1400,3.2,?
0.13,0.09,-1.45,3325,2633.33,3.02,?
0.09,0.08,-1.36,1566.67,3650,3.08,?
0.09,0.11,-0.07,966.67,1800,5.67,?
0.09,0.12,-0.71,719.23,4400,5.51,?
0.11,0.08,-0.41,1056.25,4550,4.49,?
0.12,0.07,-0.71,670.83,2166.67,4.07,?
0.12,0.11,-3.24,1816.67,3125,4.54,?
0.11,0.09,-3.03,3050,4500,4.3,?
0.12,0.1,-2.54,2475,1866.67,4.6,?
0.04,0.07,-1.63,1425,1300,5.02,?
0.22,0.05,0.81,1730,1016.67,5.99,?
0.04,0.11,0.1,1962.5,3475,6.48,?
0.03,0.12,-0.38,325,4325,7.15,?
0.09,0.1,0.52,3150,2750,6.5,?
0.1,0.14,-4.04,2550,3025,6.11,?
0.25,0.09,1.95,1300,4800,5.48,?
0.04,0.09,3,4375,2550,6.44,?
0.02,0.06,1.93,2475,2750,5.75,?
0.22,0.09,1.08,1737.5,450,6.5,?
0.08,0.1,1.4,1766.67,2325,5.99,?
0.06,0.15,1.63,2500,2675,4.42,?
0.03,0.09,1.88,?,2066.67,3.69,?
0.07,0.08,-2.99,1683.33,3200,5.73,?
0.11,0.08,-2.67,800,3550,5.88,?
0.11,0.14,-1.71,4175,1350,5.69,?
0.14,0.12,-1.34,1750,2733.33,5.03,?
0.03,0.03,-0.01,1825,250,5.02,?
0.1,0.1,0.38,3300,1266.67,6.02,?
0.06,0.11,1,4350,2625,6.42,?
0.15,0.08,0.61,1725,1150,6.19,?
0.01,0.14,-0.68,1825,350,0.32,?
0.07,0.07,0.47,2100,1937.5,1.14,?
0.15,0.01,0.31,2275,600,3.03,?
0.07,0.02,2.72,475,920,0.98,?
0.11,0.19,1.57,209.3,363.46,0.11,?
0.13,0.06,1.65,211.96,566.67,0.12,?
0.03,0.03,0.66,197.5,833.33,2.21,?
0.08,0.11,1.33,1925,1600,3.52,?
0.13,0.17,0.91,2500,3775,4.09,?
0.23,0.2,0.95,1025,1050,4.21,?
0.26,0.09,0.99,?,3125,3.92,?
0.18,0.08,0.92,3750,1433.33,3.72,?
0.19,0.07,1.01,?,1325,3.53,?
0.17,0.08,0.96,?,1850,3.77,?
0.16,0.09,1.01,?,1062.5,3.71,?
0.17,0.12,0.84,?,3175,3.5,?
0.13,0.07,0.7,?,1575,3.72,?
0.09,0.08,0.6,?,1587.5,3.79,?
0.08,0.11,0.57,?,2350,4.52,?
0.05,0.11,0.58,?,2075,4.57,?
0.05,0.08,1.21,?,2133.33,4.4,?
0.07,0.13,0.55,?,1450,4.17,?
0.05,0.11,0.78,?,2150,4.02,?
0.07,0.14,0.82,?,3175,4.27,?
0.06,0.09,0.7,?,2150,4.21,?
0.09,0.09,0.9,?,2150,4.33,?
0.06,0.08,0.65,?,2150,3.76,?
0.07,0.08,0.89,?,1125,4.11,?
0.07,0.08,1.24,?,1591.67,4.32,?
0.04,0.1,0.9,?,4450,4.07,?
0.07,0.09,0.98,?,2850,4.12,?
0.09,0.12,0.82,?,3875,4.03,?
0.09,0.13,0.82,?,2600,4.13,?
0.07,0.1,1.15,?,2225,3.87,?
0.01,0.06,0.74,?,1150,3.31,?
0.12,0.11,1.63,2316.67,2250,8.38,?
0.09,0.06,1.4,1375,1110,8.71,?
0.08,0.1,2.34,1000,1225,8.72,?
0.09,0.11,2.03,4125,1562.5,8.63,?
0.13,0.1,1.9,2233.33,1587.5,8.62,?
0.12,0.12,1.89,1562.5,1550,8.72,?
0.11,0.1,1.64,1466.67,3200,8.62,?
0.07,0.08,1.92,1375,1850,8.86,?
0.11,0.08,1.82,3275,2833.33,8.7,?
0.09,0.05,1.61,1900,800,9.4,?
0.04,0.13,1.5,500,1737.5,8.95,?
0.11,0.11,1.77,1575,1762.5,8.76,?
0.09,0.15,2.43,2375,2650,9.12,?
0.11,0.13,1.44,900,1430,9.36,?
0.06,0.1,1.56,4325,2300,9.65,?
0.07,0.09,1.8,800,2325,9.2,?
0.08,0.1,1.92,2850,425,9.15,?
0.15,0.1,1.95,1462.5,3525,8.76,?
0.1,0.1,1.83,3175,993.75,8.67,?
0.13,0.09,1.91,2575,1342.86,9.05,?
0.11,0.1,1.65,3925,766.67,9.19,?
0.14,0.09,1.67,2600,2175,8.67,?
0.1,0.13,1.2,1360,3550,9.01,?
0.08,0.11,1.7,725,1390,8.82,?
0.13,0.08,1.38,1316.67,1341.67,8.59,?
0.12,0.1,2.1,4025,2850,9.36,?
0.15,0.07,2.05,1833.33,1762.5,8.71,?
0.08,0.09,1.83,3600,1975,8.99,?
0.11,0.13,1.97,1850,1590,8.45,?
0.06,0.14,1.44,4575,1540,9.03,?
0.11,0.16,1.1,2375,1341.67,9.02,?
0.05,0.03,0.57,1250,725,7.1,?
0.13,0.14,0.27,2362.5,2700,3.98,?
0.13,0.1,0.62,2033.33,1433.33,3.85,?
0.09,0.08,0.34,1225,3200,4.2,?
0.07,0.1,0.31,2187.5,4750,4.67,?
0.1,0.1,0.11,2183.33,3100,4.83,?
0.13,0.11,0.05,1887.5,1880,4.86,?
0.08,0.12,-0.05,3116.67,4500,4.71,?
0.11,0.07,-0.03,2050,2716.67,4.95,?
0.09,0.1,0.04,2600,1550,4.73,?
0.09,0.08,0.11,3675,2125,4.89,?
0.12,0.1,0.04,1350,1700,4.85,?
0.14,0.11,0.13,1416.67,3725,4.78,?
0.08,0.09,0.25,1575,1575,4.5,?
0.11,0.08,0,2433.33,1550,4.84,?
0.09,0.1,0.27,2100,2083.33,4.86,?
0.08,0.12,-0.03,1575,1733.33,4.85,?
0.07,0.14,0.03,2600,1050,4.94,?
0.09,0.09,0.05,983.33,1750,4.91,?
0.13,0.08,0.14,1700,1587.5,4.7,?
0.09,0.11,0.25,1675,3150,4.72,?
0.1,0.09,0.3,1837.5,2100,4.78,?
0.13,0.16,0.08,1550,4150,4.78,?
0.12,0.09,0.3,1533.33,2650,4.73,?
0.1,0.11,0.41,2816.67,1600,4.55,?
0.09,0.11,0.37,2366.67,2650,4.47,?
0.06,0.05,0.24,2450,2150,5.8,?
0.06,0.16,2.02,4150,2725,9.08,?
0.08,0.12,1.59,2375,783.33,9.02,?
0.08,0.1,2.19,1575,1570,8.81,?
0.11,0.1,2.36,1950,1350,8.76,?
0.08,0.06,2,1133.33,1712.5,9.11,?
0.09,0.08,1.79,2133.33,3800,8.91,?
0.1,0.08,1.41,2950,1525,9.14,?
0.09,0.08,1.76,1350,1925,9.51,?
0.13,0.1,1.78,1687.5,1150,9.43,?
0.09,0.11,2.5,2666.67,1900,8.98,?
0.06,0.12,2.37,3500,1175,8.96,?
0.12,0.13,1.84,1150,2866.67,8.96,?
0.11,0.18,1.99,2325,1175,8.65,?
0.13,0.15,1.64,350,1325,8.84,?
0.09,0.08,1.94,988.89,3825,9.55,?
0.12,0.08,2.28,1550,3100,9.33,?
0.11,0.08,1.55,1150,1125,9.4,?
0.1,0.11,1.58,2062.5,2233.33,9.47,?
0.09,0.12,1.88,2000,2275,9.22,?
0.09,0.09,1.61,1875,4175,9.44,?
0.12,0.07,1.87,3775,3725,9.49,?
0.12,0.1,0.89,1675,1912.5,9.51,?
0.12,0.09,1.58,1100,1466.67,9.55,?
0.11,0.09,1.7,4475,3975,9.09,?
0.13,0.11,1.7,2100,2366.67,9.52,?
0.12,0.12,1.29,550,1300,9.45,?
0.11,0.09,1.66,2675,1925,9.46,?
0.09,0.1,1.49,475,1790,9.34,?
0.12,0.14,1.77,1125,3725,9.42,?
0.05,0.03,0.76,600,1225,8.41,?
0.08,0.01,4.13,303.13,368,0.21,?
0.01,0,4.19,472.22,275.71,0.04,?
0,0,4.21,350,289.06,0.03,?
0,0,4.19,259.46,237.8,0.03,?
0.04,0,4.13,296.3,329.31,0.05,?
0.37,0.02,3.98,431.82,287.88,0.05,?
0.38,0.19,3.93,312.9,244.59,0.05,?
0.38,0.42,3.88,322.41,285.94,0.05,?
0.58,0.23,3.83,392.86,304.84,0.03,?
0.53,0.12,3.81,429.55,337.5,0.04,?
0.56,0,3.77,350,402.08,0.03,?
0.2,0,1.63,325,433.33,1.11,?
0.09,0.1,2.73,2816.67,1033.33,5.34,?
0.13,0.09,2.65,3425,3725,5.59,?
0.1,0.12,2.89,2150,3500,5.72,?
0.08,0.07,2.33,1425,2400,5.54,?
0.11,0.05,3.06,2075,1416.67,5.94,?
0.12,0.11,2.33,2500,2200,6.08,?
0.09,0.14,1.98,3375,4000,5.83,?
0.02,0.02,0.32,525,1000,6.88,?
0.05,0.13,2.7,1783.33,1933.33,6.67,?
0.1,0.06,2.56,1975,1875,7.81,?
0.09,0.04,2.45,3875,2112.5,7.43,?
0.1,0.13,1.07,600,325,5.75,?
0.07,0.08,2.24,1975,2150,4.79,?
0.04,0.08,2.27,1730,1750,5.1,?
0.19,0.09,2.23,2850,2783.33,5.24,?
0.05,0.1,1.31,1166.67,775,6.68,?
0.09,0.11,2.26,1200,1725,7.4,?
0.11,0.08,2.22,3400,3125,7.45,?
0.11,0.09,1.93,2975,3425,7.1,?
0.02,0.04,0.2,750,575,7.8,?
0.07,0.06,2.64,1975,1150,4.9,?
0.1,0.11,1.98,1425,1500,6.15,?
0.12,0.12,2.17,2500,3325,5.63,?
0.09,0.08,1.1,975,650,5.52,?
0.07,0.14,-1.22,?,?,0.19,?
0.09,0.1,-1.09,?,?,0.1,?
0.09,0.1,-1.1,?,?,0.08,?
0.16,0.1,-1.19,?,?,0.1,?
0.1,0.08,-1.14,?,?,0.1,?
0.15,0.09,-1.14,?,?,0.08,?
0.16,0.08,-1.06,?,?,0.12,?
0.22,0,-0.81,?,?,0.1,?
0.07,0,-0.31,?,?,5.52,?
0.09,0.08,3.02,1300,2225,7.71,?
0.08,0.08,2.38,4525,1550,7.73,?
0.1,0.1,1.42,2425,2375,8.31,?
0.09,0.11,1.97,1933.33,2550,5.21,?
0.16,0.1,2.32,3725,4275,5.75,?
0.06,0.11,2.66,2525,525,5.91,?
0.07,0.08,1.26,1700,750,6.47,?
0.08,0.1,-1.65,1483.33,2050,5.65,?
0.11,0.06,-1.3,2066.67,2666.67,5.81,?
0.11,0.11,-1.65,1500,1460,5.51,?
0.09,0.1,-1.54,3016.67,4525,5.8,?
0.1,0.12,-1.43,3175,1800,5.53,?
0.09,0.13,-1.48,2725,1050,5.75,?
0.09,0.1,-1.84,2675,2675,5.7,?
0.09,0.12,-1.36,3625,1483.33,5.59,?
0.12,0.08,-1.28,2875,1337.5,5.68,?
0.1,0.08,-1.09,2200,3450,5.83,?
0.1,0.1,-1.54,1775,2050,6.14,?
0.1,0.1,-1.24,1850,2225,5.98,?
0.1,0.1,-1.47,1987.5,1410,5.74,?
0.1,0.11,-1.59,2633.33,2933.33,6.02,?
0.08,0.08,-1.36,1483.33,2675,5.88,?
0.12,0.1,-1.29,3125,3125,5.84,?
0.13,0.09,-1.41,3025,1416.67,6.18,?
0.12,0.07,-1.47,1325,2225,5.87,?
0.11,0.09,-1.44,3975,2225,6.12,?
0.12,0.15,-1.13,3050,1725,5.85,?
0.06,0.12,-1.06,2650,2200,5.8,?
0.11,0.05,-1.15,1300,2175,6.03,?
0.12,0.11,-1.17,4300,1325,5.5,?
0.08,0.12,-1.33,3450,2162.5,5.95,?
0.13,0.1,-1.17,2200,1466.67,5.76,?
0.14,0.12,-1.2,1275,3216.67,5.69,?
0.11,0.09,-1.26,2066.67,2000,5.56,?
0.12,0.11,-1.02,2225,1483.33,5.59,?
0.13,0.13,-0.93,1150,4500,5.38,?
0.12,0.12,-1.09,2000,1733.33,5.68,?
0.07,0.07,-1.36,1725,3000,5.93,?
0.06,0.06,-1.18,1800,2275,5.25,?
0.01,0.05,-0.17,725,1300,7.08,?
0.13,0.14,-1.91,568.75,1210,10.14,?
0.14,0.06,-1.97,2062.5,1012.5,11.07,?
0.13,0.04,-1.51,1783.33,1030,10.96,?
0.12,0.08,-1.87,1700,2916.67,10.9,?
0.13,0.08,-1.42,1950,1135.71,10.51,?
0.15,0.09,-1.84,2066.67,2400,10.76,?
0.13,0.09,-1.5,2733.33,950,10.21,?
0.1,0.12,-1.58,916.67,1375,10.1,?
0.13,0.13,-1.42,700,2400,9.94,?
0.14,0.15,-1.26,2033.33,3050,9.5,?
0.14,0.11,-1.94,525,1810,10.16,?
0.13,0.07,-1.34,1050,2750,10.14,?
0.14,0.11,-1.5,1516.67,1700,9.91,?
0.11,0.11,-1.43,3525,1550,9.74,?
0.13,0.06,-1.56,4500,795.45,10.54,?
0.13,0.11,-1.07,1262.5,1085.71,9.9,?
0.09,0.16,-1.41,3575,4075,10.17,?
0.11,0.13,-1.35,3800,1266.67,9.98,?
0.11,0.1,-1.15,375,1112.5,9.88,?
0.15,0.07,-1.73,3825,950,10.62,?
0.15,0.06,-1.44,1750,1257.14,10.23,?
0.13,0.11,-1.53,1725,1150,10.25,?
0.09,0.09,-1.77,2233.33,1208.33,10.21,?
0.08,0.06,-2.04,3050,1760,10.42,?
0.12,0.07,-1.72,2650,900,10.6,?
0.09,0.07,-1.45,3975,658.33,10.7,?
0.13,0.09,-1.51,2750,881.82,10.41,?
0.13,0.07,-2.01,3100,1050,10.63,?
0.11,0.05,-1.58,1375,1350,10.31,?
0.07,0.08,-1.73,3925,1100,10.14,?
0.06,0.08,-0.27,1375,1375,7.52,?
0.13,0.14,-1.98,1225,1416.67,10.56,?
0.09,0.15,-1.98,1100,1670,10.17,?
0.1,0.13,-1.61,3125,3125,10.17,?
0.09,0.18,-1.74,2333.33,2583.33,9.76,?
0.04,0.18,-1.82,945,1612.5,10.2,?
0.12,0.12,-1.6,3025,2425,9.76,?
0.13,0.12,-1.77,1666.67,2083.33,9.68,?
0.07,0.2,-1.63,1400,2733.33,9.63,?
0.09,0.09,-1.94,4250,1587.5,10.14,?
0.1,0.15,-1.2,2450,2483.33,9.74,?
